Id,Predicted
0,3391.9786791915085
1,2790.4325542917136
2,3436.675090548799
3,1934.7158376836132
4,2680.8802423371626
5,2107.2340367100646
6,2178.705600373009
7,3183.3112675150996
8,2523.5873413557274
9,3555.759092164866
10,2122.023879040608
11,2743.9865827604517
12,2674.971496288465
13,2581.93597135916
14,2267.144487169098
15,2541.435285805708
16,1981.3617859337028
17,2595.7923481641005
18,2409.6269696661825
19,3007.1981240010064
20,1904.4608244285896
21,2921.4085169110976
22,2408.990494194061
23,3100.859100339421
24,3123.2980970953
25,1967.8430233241318
26,2471.7623029101214
27,2551.6163274898227
28,2390.771661176591
29,3153.828720083701
30,3142.8266622105625
31,2525.346589513957
32,2260.323395148231
33,2522.218930153682
34,1917.9467198634293
35,2075.1872537123295
36,1690.67440973966
37,2609.855717038949
38,3009.700185135372
39,3033.3551482103467
40,2101.5621589964767
41,3022.31125993594
42,2926.0117056557183
43,2801.470962817542
44,1838.2205230754096
45,3247.3043780743487
46,2437.7097426132823
47,2402.991287059099
48,2171.510272749071
49,1924.4017479879058
50,1923.1871385341444
51,2872.724208730051
52,2426.436315091073
53,1828.3652355636896
54,1894.939983573721
55,3289.5253849352493
56,3027.761080609924
57,3088.1410405978586
58,2287.74235548836
59,2890.929922847809
60,2374.7368863719544
61,2457.6267986169787
62,2814.795969657255
63,2364.9667720854127
64,2935.590824036464
65,2789.3807484022545
66,2543.6734961548705
67,2560.0026340209665
68,2425.467185631541
69,2703.1389498457074
70,1874.3982466745497
71,2178.462493576218
72,2854.181248352106
73,2080.565699811142
74,2627.887948789807
75,2895.9814644133685
76,2041.556559636854
77,2168.9700089007497
78,3311.36586034063
79,2823.8692079007783
80,2792.760294311599
81,2560.0017007196952
82,3160.6736478249722
83,2304.99528513163
84,2362.6806551885384
85,2515.8243384406533
86,3326.4243845809888
87,2372.0657698174414
88,2034.880565890186
89,2431.0010775993405
90,2692.394355894065
91,2353.3026526093054
92,2649.158969571595
93,2087.1057117866917
94,3750.397820147046
95,2474.628971327882
96,2731.8878271207464
97,2112.3295353538483
98,2639.453472677128
99,2338.1096587000943
100,2725.8137128051353
101,3192.7130618184774
102,3003.38998412488
103,3253.4474117422096
104,2354.0896926578284
105,3891.1582169922926
106,1862.3160306427824
107,2244.0169254181633
108,2709.949309237996
109,2455.2605401244487
110,1861.372548014593
111,2112.9764374839783
112,3488.7905386465513
113,2211.951646775838
114,1990.02258183809
115,2086.7992362814375
116,2078.988422769535
117,2454.896978908181
118,2645.8736057466954
119,2122.6313473868163
120,3267.1568993470255
121,2614.5635540651883
122,3577.082601345053
123,2701.7393953430305
124,2378.629425371374
125,2821.693311498905
126,2493.681539707219
127,1984.7013193179257
128,2963.9566590081895
129,3038.6006761562367
130,3967.728165485522
131,1914.1855652963861
132,3465.2339953511632
133,3182.993531931805
134,2551.4694486218937
135,2026.1446027425234
136,3267.1568993470255
137,3012.0512633921653
138,2376.322817265266
139,2112.9544130883205
140,2993.135286928001
141,3461.6781851991627
142,1982.1739755595286
143,2655.6883435553227
144,3225.827781184374
145,2179.180811337853
146,2855.8571135440166
147,2449.507013558016
148,2605.755656984331
149,2542.4873157731495
150,3419.6210471604845
151,2508.234510605486
152,2996.493309565693
153,3564.643065569299
154,2217.761434717992
155,3152.281825082374
156,2228.150044475901
157,2915.8100360479266
158,3116.2981289227846
159,3195.8619291011937
160,2591.9105524675556
161,2291.4324593778474
162,2485.2953978331043
163,3277.2573548743276
164,2711.3973273511883
165,2124.028691214906
166,3263.678435095495
167,2009.3429297381213
168,2987.9421199030344
169,2597.007234473194
170,1958.5785775397483
171,2428.7250487531214
172,2374.7283535742454
173,2460.8980208666976
174,2440.242014818557
175,2521.488669483981
176,3249.58882932302
177,3237.042380995982
178,2110.2654335132165
179,2354.40807841948
180,2270.273180095528
181,3582.811702187493
182,2598.1561686047394
183,2432.088138246779
184,3887.2934526632494
185,2444.3683482855977
186,2269.6700225611557
187,2329.071376945363
188,2807.88148430602
189,2221.588399626124
190,3396.187789447608
191,2252.261793981563
192,2855.333597081433
193,3621.9496168761043
194,2519.9127827270286
195,2683.0520926955487
196,3290.2705077814
197,2063.1599578916994
198,3401.375828543202
199,2992.0707097748627
200,2790.6555359205586
201,2248.840199646726
202,2113.9086813257
203,2186.726115870089
204,2068.818422038975
205,2544.8772179668695
206,2903.5262952220883
207,2062.8503091278176
208,3481.3607435631684
209,2232.959127848648
210,2550.8952970845767
211,2648.627035602846
212,2589.8748078450653
213,3547.9008372302887
214,2253.348407957402
215,2538.3430645492963
216,3259.046392880582
217,2530.413898138576
218,2190.099881772123
219,2002.7775636522958
220,2892.4910645674163
221,2662.2255040446194
222,2543.8968286571617
223,2725.108130317795
224,1849.3651547821046
225,2405.6879980154963
226,2619.851451479841
227,2489.5960983267437
228,3397.653393604868
229,2652.71961257012
230,2122.404341637718
231,3295.5021528127686
232,3429.562672042593
233,3202.4499997076427
234,2514.6956241034495
235,2170.393128422977
236,2233.6023378328673
237,3050.9687349205033
238,2632.5282650816534
239,2819.2252594157367
240,3136.827545460498
241,2461.1169205271035
242,2569.70688816061
243,2467.065354400285
244,2800.9748178560794
245,2735.035982768378
246,2798.2130303313725
247,2575.4655489110587
248,3407.75735065058
249,3257.9998917508865
250,2666.285669336205
251,2072.5906179689696
252,3528.7577299732034
253,2715.9564609739377
254,2487.0807628947514
255,2496.0886950910212
256,2378.9217762500284
257,1981.3163663227333
258,2140.2585247517713
259,2414.483070511989
260,2262.706268944069
261,2240.5809499919615
262,3325.324060579508
263,2192.9656457313295
264,2267.76461050952
265,3340.645129887896
266,2528.9650079603052
267,2689.3289426171004
268,1926.6940348870787
269,2215.182453435922
270,2859.177483360087
271,2455.009404361785
272,2181.827477497872
273,2450.0422777905787
274,2146.2573528412204
275,2854.4579464540475
276,2505.97893616015
277,2503.25546669965
278,3465.045351249981
279,2226.0840648443036
280,3411.830585472309
281,2506.2419066708762
282,3021.1374602504516
283,3687.000347386592
284,1687.9224153143898
285,3212.2233295247115
286,2462.155646480528
287,2380.435467230824
288,2562.881956680934
289,3254.5103345856023
290,2388.0787201210283
291,2612.6040482837225
292,1912.395428192128
293,3897.3327468623734
294,2596.3448574641875
295,3329.539333632893
296,3372.6219490728517
297,1980.7213249605475
298,2602.750658574144
299,2432.976209031701
300,3875.4107699187753
301,2178.6924596028575
302,2126.8789599312727
303,2785.673111885269
304,1908.338709986308
305,2216.3449569661148
306,2561.412978052293
307,2319.4813244636116
308,2192.987168113643
